index,loan_id,disp_id,type,loan_acc_number,acc_open_date,acc_closure_date,duration_months,principal_,outstanding,interest_rate
766,203,1231,Consumer Durables Loan,6539360423952022.0,2023-09-16,,3,78000,23535.62,6.07
241,13,87,Consumer Durables Loan,587222970135.0,2019-06-29,,3,8000,7205.74,6.52
276,501,3197,Consumer Durables Loan,630472775398.0,2020-07-09,,3,54000,35662.73,11.2
713,623,3984,Consumer Durables Loan,4.1246705525946778e+18,2023-07-25,,3,90000,65854.05,8.65
856,164,992,Consumer Durables Loan,4.378070197653588e+18,2023-11-29,,3,89000,14066.7,8.95
0,1377,1629,Consumer Durables Loan,4409296552640545.0,2019-05-20,2021-02-15,3,96000,50657.58,15.68
815,750,4937,Consumer Durables Loan,2368004628794905.0,2023-10-24,,3,10000,1367.25,13.74
666,558,3568,Consumer Durables Loan,341907968286918.0,2023-06-07,,3,29000,25966.59,14.4
718,780,5333,Consumer Durables Loan,4.3045235742988268e+18,2023-07-29,,3,1000,79.59,8.07
544,942,8295,Consumer Durables Loan,4891427991628503.0,2022-12-02,,3,18000,13950.45,15.58
421,426,2686,Consumer Durables Loan,564945534340.0,2022-05-09,,3,7000,6240.49,7.44
458,588,3765,Consumer Durables Loan,341853034307926.0,2022-07-08,,3,42000,24793.84,11.38
635,421,2644,Consumer Durables Loan,378560352072620.0,2023-04-27,,3,51000,37596.13,15.98
881,573,3638,Consumer Durables Loan,6563063270205416.0,2023-12-23,,3,82000,43300.74,7.54
543,590,3769,Consumer Durables Loan,3563015897475514.0,2022-12-02,,3,56000,17142.25,13.03
634,109,605,Consumer Durables Loan,3503613647789185.0,2023-04-26,,3,92000,83196.07,9.54
620,619,3958,Consumer Durables Loan,4484329700091747.0,2023-04-01,,3,82000,42699.73,8.67
38,1286,83,Consumer Durables Loan,676233719647.0,2022-11-12,,3,12001,6519.0,8.74
42,1290,4265,Consumer Durables Loan,3595970639481851.0,2023-02-23,,3,35000,15038.3,11.39
25,1402,1133,Consumer Durables Loan,4834831140171.0,2022-01-27,2023-07-27,3,22000,7083.23,15.09
425,275,1762,Consumer Durables Loan,2495248630931213.0,2022-05-20,,3,45000,11908.08,13.28
24,1401,326,Consumer Durables Loan,373848381528208.0,2022-09-20,2023-06-21,3,39000,28920.17,13.61
847,257,1589,Consumer Durables Loan,676280461515.0,2023-11-20,,3,43000,30020.71,11.08
559,281,1795,Consumer Durables Loan,6514985489353803.0,2022-12-22,,3,4000,2541.72,7.09
488,185,1098,Consumer Durables Loan,347984008461540.0,2022-09-07,,3,75000,49885.37,15.49
8,1385,3465,Consumer Durables Loan,180088898505398.0,2021-07-20,2022-12-07,3,39000,32056.47,6.82
704,435,2740,Consumer Durables Loan,4508594970537339.0,2023-07-15,,3,28000,16284.34,10.02
338,514,3267,Consumer Durables Loan,4370694807523315.0,2021-09-10,,3,74000,57741.15,10.3
619,417,2619,Consumer Durables Loan,5248981109746695.0,2023-03-30,,3,42000,14024.71,13.61
757,402,2536,Consumer Durables Loan,377984606380483.0,2023-09-03,,3,14000,7561.59,10.4
404,679,4416,Consumer Durables Loan,345705880659774.0,2022-03-06,,3,30000,14593.68,14.37
66,1443,2555,Consumer Durables Loan,3517034090748517.0,2021-03-31,2021-09-25,3,41000,9291.45,8.56
763,26,161,Consumer Durables Loan,4583164669732.0,2023-09-14,,3,98000,75270.48,15.75
464,512,3259,Consumer Durables Loan,6011879695547589.0,2022-07-24,,3,59000,35108.4,12.06
450,108,597,Consumer Durables Loan,5532578045672913.0,2022-06-25,,3,21000,6717.81,9.81
457,781,5366,Consumer Durables Loan,4.0474712021805819e+18,2022-07-07,,3,7000,6342.15,14.09
797,245,1483,Consumer Durables Loan,341235777247883.0,2023-10-08,,3,47000,15281.52,12.62
351,516,3279,Consumer Durables Loan,30204025476435.0,2021-10-25,,3,33000,23988.11,14.6
741,951,8392,Consumer Durables Loan,2278773843989347.0,2023-08-16,,3,4000,2632.91,7.29
842,773,5245,Consumer Durables Loan,30549750646945.0,2023-11-18,,3,31000,4040.74,7.35
701,687,4471,Consumer Durables Loan,3537188295246838.0,2023-07-14,,3,25000,16858.7,13.61
591,360,2308,Consumer Durables Loan,562147715865.0,2023-02-24,,3,94000,742.32,15.8
530,648,4188,Consumer Durables Loan,4.8911860321667164e+18,2022-11-18,,3,54000,1642.48,12.11
502,1203,12893,Consumer Durables Loan,3590424718390778.0,2022-09-26,,3,26000,20462.8,12.74
379,22,138,Consumer Durables Loan,2256914299166388.0,2022-01-11,,3,67000,16654.15,13.09
80,1457,1213,Consumer Durables Loan,2239900219627171.0,2020-09-16,2022-04-12,3,36000,25377.6,9.18
481,43,267,Consumer Durables Loan,4414082294422985.0,2022-08-29,,3,99000,25278.45,13.39
14,1391,79,Consumer Durables Loan,4274634179742603.0,2022-08-12,2023-01-02,3,98000,24751.66,11.42
417,616,3943,Consumer Durables Loan,379876894188156.0,2022-05-05,,3,44000,2941.59,10.81
255,766,5200,Consumer Durables Loan,639024051133.0,2020-02-11,,3,73000,20143.44,8.57
37,1285,4674,Consumer Durables Loan,4025447460167378.0,2023-06-15,,3,90000,18006.18,6.52
235,747,4915,Consumer Durables Loan,3512930879505454.0,2019-02-05,,3,94000,59859.18,15.22
65,1442,13382,Consumer Durables Loan,6011587856893102.0,2020-04-17,2021-08-15,3,82000,21831.16,6.44
660,446,2841,Consumer Durables Loan,30171677484506.0,2023-06-04,,3,40000,15829.41,10.55
829,424,2659,Consumer Durables Loan,4.0048748066562924e+18,2023-11-06,,3,11000,3622.45,14.0
431,256,1583,Consumer Durables Loan,5173680959269621.0,2022-05-26,,3,73000,34647.11,10.68
381,194,1182,Consumer Durables Loan,6.57931e+15,2022-01-13,,3,23000,2320.26,7.49
45,1293,4201,Consumer Durables Loan,3586926625724564.0,2022-01-20,,3,97000,83383.55,9.8
585,65,414,Consumer Durables Loan,573644328292.0,2023-02-02,,3,88000,71226.72,14.31
789,416,2616,Consumer Durables Loan,371104980904552.0,2023-10-01,,3,35000,9962.0,12.37
640,734,4765,Consumer Durables Loan,4.1436065073072973e+18,2023-05-01,,3,42000,41180.99,9.45
315,127,714,Consumer Durables Loan,4.96099e+15,2021-05-23,,3,64000,17624.03,7.69
668,317,2015,Consumer Durables Loan,3511086597366959.0,2023-06-10,,3,57000,11687.88,10.94
515,552,3519,Consumer Durables Loan,3530650693456597.0,2022-10-25,,3,31000,29234.48,8.73
322,84,487,Consumer Durables Loan,4319460617350.0,2021-06-26,,3,29000,2474.53,7.23
750,367,2343,Consumer Durables Loan,344281386767728.0,2023-08-27,,3,55000,5269.83,10.37
388,681,4426,Consumer Durables Loan,2405195070929471.0,2022-01-22,,3,77000,34442.28,10.79
638,824,6196,Consumer Durables Loan,3565112850957717.0,2023-04-29,,3,14000,12631.38,13.25
453,1138,11825,Consumer Durables Loan,2298764168334256.0,2022-06-29,,3,98000,48596.32,10.31
435,471,3037,Consumer Durables Loan,180002914443591.0,2022-06-09,,3,38000,29711.69,14.22
727,683,4437,Consumer Durables Loan,4206271801010.0,2023-08-05,,3,86000,16859.78,6.26
62,1439,4627,Consumer Durables Loan,371821639871755.0,2020-03-26,2020-12-01,3,94000,34000.5,7.22
595,463,2982,Consumer Durables Loan,343357353752231.0,2023-02-26,,3,88000,47345.88,12.64
600,215,1296,Consumer Durables Loan,4.312351064374784e+18,2023-03-02,,3,79000,59005.03,9.33
531,373,2401,Consumer Durables Loan,676176827431.0,2022-11-18,,3,66000,31426.8,14.82
827,129,719,Consumer Durables Loan,370678091019138.0,2023-11-05,,3,13000,184.49,9.33
391,258,1607,Consumer Durables Loan,3564647121273627.0,2022-01-26,,3,70000,21111.6,13.36
419,82,474,Consumer Durables Loan,3553261892011639.0,2022-05-07,,3,71000,48102.38,13.28
486,259,1610,Consumer Durables Loan,4654321882218879.0,2022-09-05,,3,20000,5669.82,7.19
40,1417,9333,Consumer Durables Loan,4.51418e+15,2022-06-23,2023-11-05,3,85000,79987.01,7.8
461,625,3987,Consumer Durables Loan,3562134681908548.0,2022-07-17,,3,42000,14557.86,15.91
257,497,3184,Consumer Durables Loan,5380965134941387.0,2020-03-03,,3,41000,13757.27,14.52
287,1103,11189,Consumer Durables Loan,3509183945468423.0,2020-11-04,,3,48000,47.27,15.23
885,1081,10696,Consumer Durables Loan,4934877232024905.0,2023-12-25,,3,79000,9359.91,12.47
28,1405,3075,Consumer Durables Loan,180082201521705.0,2022-08-01,2023-09-21,3,79000,74938.47,13.14
368,408,2560,Consumer Durables Loan,4475419446273.0,2021-12-10,,3,31000,3872.78,7.37
737,47,280,Consumer Durables Loan,180033594331392.0,2023-08-13,,3,35000,25192.39,8.74
688,1192,12736,Consumer Durables Loan,180085716554772.0,2023-07-02,,3,31000,14145.09,13.68
583,68,434,Consumer Durables Loan,502037398943.0,2023-01-31,,3,94000,52391.68,15.09
50,1298,378,Consumer Durables Loan,180068789278156.0,2023-03-27,,3,6000,5024.15,9.03
267,467,3019,Consumer Durables Loan,2281189340018842.0,2020-06-05,,3,98000,19880.08,13.81
253,168,1018,Consumer Durables Loan,3557275191282036.0,2020-01-24,,3,51000,1904.68,8.03
1,1378,1876,Consumer Durables Loan,30549973835168.0,2019-05-22,2021-03-09,3,26000,20058.56,15.08
676,160,954,Consumer Durables Loan,4.8590006853721743e+18,2023-06-17,,3,95000,39839.68,7.05
362,374,2423,Consumer Durables Loan,3503520548975096.0,2021-11-08,,3,70000,52987.86,9.66
521,438,2768,Consumer Durables Loan,4565759321720708.0,2022-10-30,,3,45000,13133.43,8.99
455,120,662,Consumer Durables Loan,6569159576227056.0,2022-07-03,,3,8000,497.91,10.34
799,533,3384,Consumer Durables Loan,4.7373639352442624e+18,2023-10-09,,3,35000,16273.75,10.6
700,1002,9261,Consumer Durables Loan,4160457889697.0,2023-07-09,,3,56000,2895.85,12.02
764,141,808,Consumer Durables Loan,4964862080867905.0,2023-09-15,,3,40000,14278.18,14.19
302,423,2657,Consumer Durables Loan,4548229373868682.0,2021-02-19,,3,35000,17686.61,8.53
765,151,861,Consumer Durables Loan,588502859758.0,2023-09-16,,3,39000,20632.4,13.26
386,1036,9735,Consumer Durables Loan,342639205429295.0,2022-01-17,,3,98000,48939.72,10.74
400,324,2074,Consumer Durables Loan,4705541419818.0,2022-02-19,,3,11000,10300.64,15.25
785,554,3535,Consumer Durables Loan,30402236050839.0,2023-09-29,,3,97000,9214.89,10.17
282,167,1011,Consumer Durables Loan,2287949098676727.0,2020-09-15,,3,51000,48069.0,13.08
374,1111,11288,Consumer Durables Loan,374951784367320.0,2021-12-31,,3,56000,38512.03,8.84
262,418,2623,Consumer Durables Loan,2288586880305377.0,2020-04-14,,3,2000,298.24,14.04
863,131,725,Consumer Durables Loan,180016216691335.0,2023-12-08,,3,40000,27310.28,9.2
806,53,333,Consumer Durables Loan,3581347745409165.0,2023-10-13,,3,19000,3385.36,14.23
759,1154,12070,Consumer Durables Loan,60419706399.0,2023-09-05,,3,64000,46425.24,7.9
370,433,2724,Consumer Durables Loan,4548214860295813.0,2021-12-12,,6,50000,16563.75,10.77
746,834,6301,Consumer Durables Loan,3557811395050538.0,2023-08-21,,6,89000,83619.37,13.52
830,345,2175,Consumer Durables Loan,6.01134e+15,2023-11-07,,6,10000,8943.89,9.8
413,583,3735,Consumer Durables Loan,373841781361544.0,2022-04-24,,6,27000,24958.8,7.26
659,586,3756,Consumer Durables Loan,372280995829221.0,2023-05-31,,6,46000,32794.57,12.17
335,38,242,Consumer Durables Loan,6011247854400752.0,2021-08-31,,6,67000,15211.89,12.21
662,644,4165,Consumer Durables Loan,3543529843897709.0,2023-06-05,,6,65000,20086.5,9.26
871,479,3085,Consumer Durables Loan,3547898596562067.0,2023-12-16,,6,38000,3999.54,12.03
677,669,4341,Consumer Durables Loan,3584670741651788.0,2023-06-19,,6,77000,35163.88,9.16
754,480,3092,Consumer Durables Loan,502078229783.0,2023-09-01,,6,43000,32957.9,15.18
648,756,5012,Consumer Durables Loan,4626445149121348.0,2023-05-18,,6,71000,63375.13,11.4
277,705,4555,Consumer Durables Loan,3548122358740046.0,2020-07-12,,6,72000,4278.67,10.57
850,148,834,Consumer Durables Loan,4.7176593951263775e+18,2023-11-22,,6,48000,41567.87,8.22
32,1409,3414,Consumer Durables Loan,6518398874004773.0,2022-05-03,2023-10-03,6,64000,11892.94,9.86
843,487,3130,Consumer Durables Loan,30110916739668.0,2023-11-18,,6,20000,11858.35,14.75
555,723,4699,Consumer Durables Loan,6011567110363274.0,2022-12-15,,6,59000,39643.99,12.42
890,685,4467,Consumer Durables Loan,3585003434780707.0,2023-12-29,,6,100000,88202.85,7.8
695,440,2782,Consumer Durables Loan,5412590148498984.0,2023-07-07,,6,89000,49253.57,13.33
818,295,1864,Consumer Durables Loan,30577252202180.0,2023-10-26,,6,7000,3117.98,6.75
557,521,3310,Consumer Durables Loan,180021813487749.0,2022-12-17,,6,2000,1266.93,15.77
364,722,4684,Consumer Durables Loan,3553775372726952.0,2021-11-14,,6,83000,41751.52,11.84
5,1382,1842,Consumer Durables Loan,4.68281e+15,2020-04-10,2022-04-13,6,31000,12500.71,11.3
675,646,4167,Consumer Durables Loan,4473073555620.0,2023-06-17,,6,46000,1009.8,6.06
732,169,1019,Consumer Durables Loan,4327246223146439.0,2023-08-10,,6,89000,5699.64,15.06
52,1300,4651,Consumer Durables Loan,3595117017938686.0,2023-11-05,,6,9000,269.9,14.26
711,439,2779,Consumer Durables Loan,6011730411293752.0,2023-07-23,,6,28000,5239.51,8.86
882,240,1459,Consumer Durables Loan,502088424572.0,2023-12-23,,6,45000,15339.76,11.15
77,1454,5478,Consumer Durables Loan,36656049181560.0,2020-12-30,2022-03-15,6,30000,24593.89,10.26
838,570,3620,Consumer Durables Loan,4621968280697532.0,2023-11-14,,6,4000,260.25,15.81
4,1381,12635,Consumer Durables Loan,3531449700285605.0,2020-08-11,2021-10-30,6,9000,2082.76,13.32
60,1437,778,Consumer Durables Loan,36478719211548.0,2019-07-11,2020-10-14,6,83000,19593.13,9.26
468,115,638,Consumer Durables Loan,676120911307.0,2022-07-30,,6,60000,28269.75,7.33
511,428,2698,Consumer Durables Loan,3520238857889639.0,2022-10-13,,6,99000,183.58,14.6
454,311,1954,Consumer Durables Loan,4031511549215.0,2022-07-01,,6,90000,87837.96,16.0
697,485,3124,Consumer Durables Loan,6589315300035779.0,2023-07-08,,6,5000,1925.78,14.55
37,1414,1811,Consumer Durables Loan,4240942921420357.0,2023-03-30,2023-12-16,6,33000,18961.21,12.18
44,1292,731,Consumer Durables Loan,4294016826696349.0,2023-10-03,,6,91000,63338.1,7.5
663,111,615,Consumer Durables Loan,3517069134944698.0,2023-06-05,,6,95000,75971.41,7.26
39,1287,3787,Consumer Durables Loan,3584266452099109.0,2023-12-28,,6,24000,15856.73,15.43
73,743,4862,Consumer Durables Loan,4.8687915881849528e+18,2023-10-18,,6,7000,5369.11,8.76
382,668,4340,Consumer Durables Loan,2.27342e+15,2022-01-14,,6,28000,25976.76,12.67
296,106,592,Consumer Durables Loan,4116339314155.0,2021-01-14,,6,26000,881.1,11.41
615,535,3395,Consumer Durables Loan,5327394639080482.0,2023-03-22,,6,5000,548.53,10.63
678,101,566,Consumer Durables Loan,30125198361544.0,2023-06-19,,6,38000,13339.59,14.95
579,904,7672,Consumer Durables Loan,675908060337.0,2023-01-22,,6,77000,39666.54,13.62
575,803,5727,Consumer Durables Loan,213114997162492.0,2023-01-19,,6,51000,39815.66,11.87
721,209,1251,Consumer Durables Loan,376646825422278.0,2023-07-31,,6,67000,62010.69,13.74
556,81,473,Consumer Durables Loan,4637307237201365.0,2022-12-17,,6,53000,2326.82,6.74
43,775,5253,Consumer Durables Loan,3554096968389272.0,2023-04-11,,6,97000,47069.27,11.77
526,93,510,Consumer Durables Loan,4496959769619.0,2022-11-09,,6,43000,8824.0,15.09
696,301,1899,Consumer Durables Loan,4.665596070988585e+18,2023-07-07,,6,88000,39656.32,13.93
45,1422,1536,Consumer Durables Loan,639024042751.0,2022-09-16,2023-12-26,6,100000,15612.17,14.17
720,618,3947,Consumer Durables Loan,3500177589041982.0,2023-07-31,,6,16000,8274.32,7.79
459,139,797,Consumer Durables Loan,6571938056137299.0,2022-07-14,,6,22000,20020.59,10.83
551,1022,9606,Consumer Durables Loan,349724681192014.0,2022-12-13,,6,12000,2163.78,7.16
306,302,1900,Consumer Durables Loan,340351608794828.0,2021-03-31,,6,36000,6228.95,14.95
309,229,1384,Consumer Durables Loan,4797178735646591.0,2021-04-05,,6,47000,11118.34,7.2
525,947,8366,Consumer Durables Loan,676147537028.0,2022-11-08,,6,43000,42096.1,13.31
723,833,6299,Consumer Durables Loan,3595363379509141.0,2023-08-01,,6,90000,33251.15,7.22
321,731,4751,Consumer Durables Loan,213190740804721.0,2021-06-23,,6,44000,35127.6,7.2
836,102,575,Consumer Durables Loan,3577835946573769.0,2023-11-12,,6,1000,803.59,14.24
280,18,128,Consumer Durables Loan,4720467003972827.0,2020-08-25,,6,47000,45940.24,15.59
244,309,1946,Consumer Durables Loan,4.4960286103001549e+18,2019-09-19,,6,98000,77394.89,8.43
553,326,2104,Consumer Durables Loan,4349211454149464.0,2022-12-14,,6,3000,1720.16,13.94
63,1440,5233,Consumer Durables Loan,6553725852097385.0,2020-06-21,2021-04-10,6,31000,6420.19,12.39
761,526,3339,Consumer Durables Loan,344081655853567.0,2023-09-10,,6,2000,21.89,10.92
318,312,1971,Consumer Durables Loan,6521486892137058.0,2021-06-08,,6,99000,84369.94,6.35
327,1055,10171,Consumer Durables Loan,60490604299.0,2021-07-24,,6,91000,81924.32,11.83
447,241,1461,Consumer Durables Loan,3504351591103587.0,2022-06-20,,6,42000,4443.93,11.45
777,520,3308,Consumer Durables Loan,4236106302702.0,2023-09-25,,6,52000,22444.84,10.7
16,1393,2445,Consumer Durables Loan,3533147667948649.0,2021-10-07,2023-02-08,6,93000,80483.94,15.59
839,580,3713,Consumer Durables Loan,639013711960.0,2023-11-16,,6,85000,72674.81,11.26
725,508,3249,Consumer Durables Loan,213197391542625.0,2023-08-03,,6,50000,29391.94,7.21
53,453,2911,Consumer Durables Loan,3524116307129309.0,2023-07-12,,6,57000,38777.68,6.02
397,210,1253,Consumer Durables Loan,2483235609161231.0,2022-02-16,,6,68000,27281.01,7.09
572,689,4473,Consumer Durables Loan,4.5667583022803277e+18,2023-01-15,,6,42000,40958.67,13.56
670,863,6906,Consumer Durables Loan,3529720033348912.0,2023-06-12,,6,27000,10971.24,15.01
36,1284,5433,Consumer Durables Loan,4864511936895.0,2023-03-13,,6,45000,38630.46,6.37
69,1446,7422,Consumer Durables Loan,6011463603976733.0,2020-07-13,2021-11-17,6,53000,9118.27,10.82
824,604,3858,Consumer Durables Loan,3574795605612642.0,2023-11-04,,6,46000,12115.45,15.58
234,104,588,Consumer Durables Loan,3515348437739019.0,2019-01-19,,6,94000,43117.05,8.96
644,64,402,Consumer Durables Loan,6011609842960587.0,2023-05-10,,6,18000,11316.31,10.92
467,383,2469,Consumer Durables Loan,570555626151.0,2022-07-30,,6,69000,42889.35,7.82
571,368,2361,Consumer Durables Loan,377895125233872.0,2023-01-10,,6,47000,30112.75,8.08
683,701,4534,Consumer Durables Loan,30533865003606.0,2023-06-24,,6,46000,44948.02,15.51
819,584,3751,Consumer Durables Loan,6011439598515322.0,2023-10-28,,6,73000,19603.38,6.39
406,513,3260,Consumer Durables Loan,502084727648.0,2022-03-15,,6,84000,71334.73,9.6
800,288,1826,Consumer Durables Loan,30112505370830.0,2023-10-10,,6,78000,75401.93,11.2
756,79,469,Consumer Durables Loan,343898127868266.0,2023-09-02,,6,16000,15859.84,9.36
390,54,334,Consumer Durables Loan,379229315220952.0,2022-01-24,,6,63000,12765.56,14.01
55,1432,3115,Consumer Durables Loan,5224966038869005.0,2018-12-14,2020-02-20,6,5000,1629.87,14.92
875,735,4772,Consumer Durables Loan,4974809672431.0,2023-12-19,,6,77000,75723.19,12.44
497,343,2164,Consumer Durables Loan,373627600320849.0,2022-09-21,,6,49000,48051.41,9.98
780,36,236,Consumer Durables Loan,6011637636843263.0,2023-09-28,,6,72000,22235.05,12.26
394,195,1194,Consumer Durables Loan,4.87538e+15,2022-02-03,,6,44000,12069.66,8.28
376,1118,11393,Consumer Durables Loan,4315586634061717.0,2022-01-02,,6,4000,623.94,15.39
31,1408,3253,Consumer Durables Loan,2711003169635034.0,2021-12-26,2023-12-03,6,68000,4410.75,13.81
565,434,2739,Consumer Durables Loan,3561200954540515.0,2022-12-30,,6,5000,846.27,6.04
418,564,3590,Consumer Durables Loan,577163527861.0,2022-05-06,,6,60000,14037.65,8.02
489,1025,9625,Consumer Durables Loan,4072912439440.0,2022-09-08,,6,70000,26642.88,13.21
22,1399,1718,Consumer Durables Loan,4.1811448868485949e+18,2021-12-28,2023-07-25,6,13000,1490.67,10.83
837,455,2924,Consumer Durables Loan,3549815760229453.0,2023-11-13,,6,51000,8987.58,6.3
801,116,646,Consumer Durables Loan,213147212592259.0,2023-10-11,,6,81000,27878.31,12.48
304,364,2329,Consumer Durables Loan,3547983616749314.0,2021-02-28,,6,36000,19050.16,6.53
487,187,1140,Consumer Durables Loan,503888897322.0,2022-09-07,,6,82000,62032.77,13.94
21,1398,562,Consumer Durables Loan,4626101340892167.0,2022-08-25,2023-05-19,6,77000,4766.42,9.26
342,163,984,Consumer Durables Loan,4354892529479036.0,2021-09-18,,6,99000,2584.26,10.32
880,76,464,Consumer Durables Loan,370119904599123.0,2023-12-23,,6,1000,435.18,9.72
451,1196,12805,Consumer Durables Loan,4.4548887542465459e+18,2022-06-27,,6,80000,48314.56,15.6
529,611,3896,Consumer Durables Loan,213135412349034.0,2022-11-13,,6,42000,7572.13,6.37
265,662,4293,Consumer Durables Loan,5512878489546613.0,2020-05-09,,6,4000,3863.27,12.99
17,1394,1220,Consumer Durables Loan,4385050536698.0,2021-12-10,2023-04-12,6,13000,11475.05,8.81
794,35,231,Consumer Durables Loan,345439186564526.0,2023-10-07,,6,21000,17667.55,15.15
341,152,876,Consumer Durables Loan,4.3268015057564303e+18,2021-09-16,,6,7000,4295.6,9.37
649,218,1322,Consumer Durables Loan,30466243442354.0,2023-05-18,,6,12000,4777.62,7.43
574,897,7576,Consumer Durables Loan,3.52044e+15,2023-01-18,,6,60000,10077.24,10.95
300,1064,10328,Consumer Durables Loan,345196254899388.0,2021-02-17,,6,66000,59817.04,13.33
441,748,4923,Consumer Durables Loan,180020227374204.0,2022-06-16,,6,51000,3261.19,11.24
79,1456,6644,Consumer Durables Loan,630412964128.0,2021-01-12,2022-05-02,6,70000,1891.45,15.81
291,462,2978,Consumer Durables Loan,580352748355.0,2020-12-30,,6,86000,3325.93,11.02
876,654,4230,Consumer Durables Loan,4351737897917401.0,2023-12-21,,6,32000,5445.37,7.15
703,39,254,Consumer Durables Loan,5.46111e+15,2023-07-14,,6,29000,22296.86,11.38
776,923,7855,Consumer Durables Loan,376820615120059.0,2023-09-24,,6,12000,7142.05,9.63
573,557,3567,Consumer Durables Loan,2.29314e+15,2023-01-17,,6,21000,10333.94,14.77
655,161,963,Consumer Durables Loan,30555317490115.0,2023-05-25,,6,62000,52324.92,6.03
817,299,1886,Consumer Durables Loan,4314002543218506.0,2023-10-25,,6,13000,7890.42,6.83
286,118,652,Consumer Durables Loan,575503180300.0,2020-10-22,,6,94000,21958.99,13.69
791,23,146,Consumer Durables Loan,4524816233089.0,2023-10-03,,6,89000,14424.34,7.42
495,671,4345,Consumer Durables Loan,4959049873884845.0,2022-09-17,,6,33000,12704.13,15.47
773,758,5016,Consumer Durables Loan,213135928165825.0,2023-09-21,,6,88000,68965.82,12.7
517,650,4194,Consumer Durables Loan,30472710358800.0,2022-10-26,,6,91000,2145.81,14.48
705,411,2572,Consumer Durables Loan,180022341572556.0,2023-07-15,,6,58000,34985.38,10.86
460,553,3522,Consumer Durables Loan,4628732789003508.0,2022-07-14,,6,17000,10383.09,14.33
275,484,3116,Consumer Durables Loan,4.3143434744027786e+18,2020-07-04,,6,94000,35581.66,11.02
26,1403,2951,Consumer Durables Loan,6011410305067394.0,2022-06-07,2023-08-19,6,13000,5676.81,8.72
690,696,4516,Consumer Durables Loan,3560313326251066.0,2023-07-05,,6,34000,14508.97,10.01
674,785,5468,Consumer Durables Loan,4864167697542417.0,2023-06-16,,6,95000,60493.98,8.19
353,1010,9413,Consumer Durables Loan,3525968874010372.0,2021-10-27,,6,28000,1235.61,14.89
15,1392,2122,Consumer Durables Loan,4734223449340705.0,2021-12-31,2023-02-14,6,23000,5135.64,10.29
714,530,3360,Consumer Durables Loan,584556264383.0,2023-07-25,,6,57000,46188.46,10.78
884,924,7862,Consumer Durables Loan,3568562951916771.0,2023-12-24,,6,90000,44467.13,7.27
484,252,1529,Consumer Durables Loan,4703677459450.0,2022-09-02,,6,77000,40991.67,14.62
13,1390,4100,Consumer Durables Loan,4488068206493298.0,2022-01-10,2023-01-04,6,48000,23242.25,8.58
796,264,1669,Consumer Durables Loan,213123106946695.0,2023-10-07,,6,87000,13899.59,6.72
46,1294,4081,Consumer Durables Loan,5154851222305053.0,2023-12-23,,6,7000,6761.74,11.89
673,143,816,Consumer Durables Loan,6011247451585278.0,2023-06-15,,6,57000,18426.2,12.34
320,641,4116,Consumer Durables Loan,3501973130263268.0,2021-06-18,,6,64000,38816.79,7.06
354,772,5243,Consumer Durables Loan,4487637629269781.0,2021-10-30,,6,75000,69710.45,10.63
10,1387,2715,Consumer Durables Loan,4377789071147.0,2021-09-06,2023-01-01,6,14000,3908.2,7.54
857,489,3135,Consumer Durables Loan,6011881342741912.0,2023-11-29,,6,83000,10935.26,13.34
478,502,3201,Consumer Durables Loan,180007844707254.0,2022-08-22,,6,25000,5199.28,6.55
358,88,496,Consumer Durables Loan,4616308102620072.0,2021-11-04,,6,89000,6599.1,7.43
534,707,4560,Consumer Durables Loan,588022100709.0,2022-11-21,,6,22000,10959.54,9.03
46,1423,2820,Consumer Durables Loan,4.14583e+15,2022-12-23,2023-12-22,6,32000,19732.5,8.3
767,653,4212,Consumer Durables Loan,3506455914424733.0,2023-09-16,,6,28000,3724.03,15.71
237,577,3687,Consumer Durables Loan,3538005273613368.0,2019-02-15,,6,83000,1196.85,7.65
7,1384,1089,Consumer Durables Loan,213186799939467.0,2021-11-24,2022-10-19,6,32000,26947.74,7.18
709,603,3850,Consumer Durables Loan,582899324237.0,2023-07-20,,12,94000,88262.27,11.51
628,338,2146,Consumer Durables Loan,2245417198632777.0,2023-04-16,,12,97000,35727.43,7.98
233,1005,9285,Consumer Durables Loan,2226515145153327.0,2018-11-07,,12,41000,11007.76,8.28
57,1434,4791,Consumer Durables Loan,30534766737516.0,2018-12-29,2020-08-07,12,92000,41936.65,6.65
513,664,4316,Consumer Durables Loan,676166428794.0,2022-10-22,,12,65000,37635.48,6.62
312,977,8968,Consumer Durables Loan,4.7443144728254321e+18,2021-05-08,,12,4000,3580.17,10.53
64,1441,238,Consumer Durables Loan,30574059373231.0,2019-12-28,2021-06-19,12,68000,10574.85,7.86
84,1461,2226,Consumer Durables Loan,583607331506.0,2020-11-06,2022-07-12,12,39000,6539.24,12.47
792,394,2501,Consumer Durables Loan,348522769560552.0,2023-10-05,,12,60000,33580.02,10.75
608,48,295,Consumer Durables Loan,4289355132629538.0,2023-03-10,,12,13000,8941.6,8.84
403,171,1027,Consumer Durables Loan,4408855299759719.0,2022-03-05,,12,39000,17403.14,13.28
42,1419,9,Consumer Durables Loan,213140434901903.0,2022-06-17,2023-11-02,12,4000,2524.34,6.44
854,500,3192,Consumer Durables Loan,4.29272e+15,2023-11-26,,12,48000,45603.08,11.18
75,1452,3583,Consumer Durables Loan,3546567301439983.0,2021-01-19,2022-02-09,12,34000,28086.77,8.07
